,Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price
1554,Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2019,4.6,52000,False,248000
1555,Koleos,Riyadh,Renault,Automatic,Saudi,Full,2017,2.5,103503,False,64000
1556,Pajero,Dammam,Mitsubishi,Automatic,Saudi,Full,2017,3.5,81000,False,72000
1557,CLA,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2020,2.0,2000,True,0
1558,Hilux,Dammam,Toyota,Manual,Gulf Arabic,Standard,2018,2.4,130000,False,80000
1559,Prado,Aseer,Toyota,Automatic,Saudi,Semi Full,2015,4.0,160000,False,105000
1560,Avalon,Riyadh,Toyota,Automatic,Saudi,Semi Full,2021,3.5,6500,False,140000
1561,Land Cruiser,Tabouk,Toyota,Automatic,Saudi,Full,2016,1.2,17000,True,0
1562,FJ,Najran,Toyota,Automatic,Other,Full,2015,4.0,320,True,0
1563,The 7,Jeddah,BMW,Automatic,Saudi,Full,2004,2.0,240,True,0
1564,Hilux,Riyadh,Toyota,Manual,Unknown,Full,2014,2.7,270000,True,0
1565,Patrol,Riyadh,Nissan,Manual,Saudi,Standard,2003,4.0,228000,True,0
1566,Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,2016,3.8,146000,False,63000
1567,Charger,Riyadh,Dodge,Automatic,Other,Standard,2014,3.6,240000,True,0
1568,Patrol,Riyadh,Nissan,Automatic,Saudi,Standard,2020,4.7,25000,True,0
1569,Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2007,4.5,315000,False,63000
1570,Suburban,Riyadh,GMC,Automatic,Gulf Arabic,Standard,2016,5.3,98000,False,140000
1571,Innova,Jeddah,Toyota,Automatic,Saudi,Standard,2018,2.7,87000,False,70000
1572,Hilux,Jeddah,Toyota,Automatic,Saudi,Full,2016,2.8,97000,False,91000
1573,Marquis,Riyadh,Ford,Automatic,Other,Semi Full,2011,4.6,300000,False,22000
1574,Hilux,Qassim,Toyota,Manual,Saudi,Semi Full,2015,2.7,328000,False,65000
1575,Suburban,Jazan,Chevrolet,Automatic,Other,Full,2008,5.3,300000,True,0
1576,Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2016,2.4,106000,False,66000
1577,Senta fe,Dammam,Hyundai,Automatic,Saudi,Semi Full,2016,3.3,149000,False,47000
1578,Yukon,Dammam,GMC,Automatic,Saudi,Semi Full,2005,5.3,450000,True,0
1579,Azera,Riyadh,Hyundai,Manual,Saudi,Semi Full,2012,3.0,290000,True,0
1580,Odyssey,Riyadh,Honda,Automatic,Saudi,Semi Full,2016,3.5,185000,False,52000
1581,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Full,2010,2.7,260000,False,65000
1582,Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2016,3.5,137000,False,55000
1583,Corolla,Jeddah,Toyota,Manual,Saudi,Standard,2010,1.5,318800,False,18000
1584,Expedition,Najran,Ford,Automatic,Saudi,Semi Full,2018,5.4,91000,True,0
1585,F150,Dammam,Ford,Automatic,Saudi,Standard,2011,5.0,133000,False,33000
1586,ES,Riyadh,Lexus,Automatic,Saudi,Semi Full,2015,3.5,246398,False,85000
1587,Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2019,4.0,35000,True,0
1588,Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2018,5.7,125000,False,245000
1589,Datsun,Aseer,Nissan,Manual,Saudi,Standard,1986,2.4,463,True,0
1590,Senta fe,Al-Ahsa,Hyundai,Automatic,Saudi,Full,2016,3.3,157000,False,69000
1591,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,1.4,19717,False,41500
1592,ES,Hail,Lexus,Automatic,Gulf Arabic,Semi Full,2015,3.5,161000,False,74000
1593,Tucson,Jeddah,Hyundai,Automatic,Other,Semi Full,2016,2.4,119800,False,57000
1594,ES,Al-Ahsa,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,99000,False,129000
1595,Yaris,Makkah,Toyota,Automatic,Saudi,Standard,2017,1.3,100000,False,27000
1596,Defender,Dammam,Land Rover,Manual,Gulf Arabic,Semi Full,2013,4.0,28000,True,0
1597,Senta fe,Al-Namas,Hyundai,Automatic,Saudi,Semi Full,2012,2.4,126000,False,42000
1598,Sierra,Riyadh,GMC,Automatic,Gulf Arabic,Full,2020,5.3,32000,False,158000
1599,Carnival,Riyadh,Kia,Automatic,Saudi,Full,2008,4.0,270000,True,0
1600,FJ,Riyadh,Toyota,Automatic,Saudi,Full,2016,4.0,184000,False,100000
1601,Taurus,Al-Medina,Ford,Automatic,Saudi,Semi Full,2016,3.5,233,True,0
1602,Datsun,Tabouk,Nissan,Manual,Saudi,Full,2015,1.1,215267,False,31000
1603,Land Cruiser,Qassim,Toyota,Automatic,Gulf Arabic,Semi Full,1999,4.5,640000,True,0
1604,Taurus,Riyadh,Ford,Automatic,Unknown,Standard,2015,3.5,175000,True,0
1605,Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2017,1.6,97000,False,38500
1606,Hilux,Dammam,Toyota,Manual,Saudi,Standard,2016,2.7,220424,False,62000
1607,H1,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2015,2.4,140000,False,55000
1608,Abeka,Taef,Chevrolet,Automatic,Saudi,Full,2008,1.8,260,False,14000
1609,Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2011,1.0,600000,False,36000
1610,Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2017,2.7,134007,False,70000
1611,Tahoe,Makkah,Chevrolet,Automatic,Saudi,Semi Full,2007,4.7,176000,True,0
1612,GS,Dammam,MG,Automatic,Saudi,Full,2016,1.5,139000,False,42000
1613,Altima,Riyadh,Nissan,Automatic,Saudi,Standard,2017,2.5,40000,False,59000
1614,H100,Qassim,Hyundai,Automatic,Other,Full,2016,4.0,145000,True,0
1615,Navara,Riyadh,Nissan,Automatic,Saudi,Semi Full,2014,2.5,178754,False,45000
1616,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,97300,False,31000
1617,C300,Riyadh,Chrysler,Automatic,Saudi,Full,2019,5.7,45000,False,145000
1618,Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2018,4.0,56000,False,150000
1619,LX,Riyadh,Lexus,Automatic,Saudi,Full,2021,5.7,1700,False,498000
1620,X,Dammam,BMW,Automatic,Saudi,Full,2011,5.0,205000,True,0
1621,Innova,Dammam,Toyota,Automatic,Saudi,Standard,2018,2.7,275916,False,67000
1622,Navara,Jeddah,Nissan,Manual,Saudi,Full,2015,2.5,83000,False,45000
1623,IS,Jeddah,Lexus,Automatic,Saudi,Full,2005,3.5,400000,False,50000
1624,Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2014,5.4,246000,True,0
1625,6,Dammam,Mazda,Automatic,Saudi,Standard,2016,2.5,267000,False,50000
1626,Ciocca,Al-Medina,Toyota,Automatic,Saudi,Standard,2013,5.7,114000,False,89000
1627,Suburban,Aseer,GMC,Automatic,Other,Standard,1994,5.3,3700562,True,0
1628,Furniture,Al-Jouf,Toyota,Automatic,Saudi,Semi Full,2016,2.4,120000,False,92000
1629,Other,Jeddah,Other,Manual,Other,Semi Full,2021,1.2,3000,False,5500
1630,Charger,Najran,Dodge,Automatic,Saudi,Full,2012,3.0,147000,True,0
1631,S,Riyadh,Mercedes,Automatic,Saudi,Full,2016,4.7,95165,True,0
1632,Expedition,Al-Ahsa,Ford,Manual,Saudi,Full,2012,4.8,304,False,38000
1633,Sierra,Khobar,GMC,Automatic,Saudi,Full,2021,5.3,2000,False,190000
1634,Land Cruiser Pickup,Riyadh,Toyota,Manual,Gulf Arabic,Full,2016,4.0,243038,False,93500
1635,Accord,Jeddah,Honda,Automatic,Gulf Arabic,Full,2005,2.4,300000,False,11000
1636,Rush,Al-Medina,Toyota,Automatic,Saudi,Full,2020,1.5,12000,True,0
1637,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,106787,False,48500
1638,Azera,Makkah,Hyundai,Automatic,Saudi,Full,2021,3.5,25000,False,2690
1639,Camry,Jeddah,Toyota,Automatic,Saudi,Standard,2016,2.5,130000,False,55000
1640,Grand Marquis,Riyadh,Mercury,Automatic,Other,Full,2007,4.6,570000,False,24000
1641,G80,Riyadh,Genesis,Automatic,Saudi,Semi Full,2018,3.8,75000,False,110000
1642,Rav4,Makkah,Toyota,Automatic,Saudi,Full,2018,1.8,63000,False,90000
1643,Echo Sport,Dammam,Ford,Automatic,Other,Standard,2015,1.5,159000,True,0
1644,Sonata,Aseer,Hyundai,Automatic,Saudi,Full,2016,2.4,230000,False,45000
1645,Accord,Dammam,Honda,Automatic,Gulf Arabic,Full,2019,1.5,81000,False,95000
1646,Furniture,Riyadh,Toyota,Manual,Saudi,Semi Full,2015,4.0,70346,False,80500
1647,6,Riyadh,Mazda,Automatic,Saudi,Standard,2020,2.5,36000,True,0
1648,Silverado,Riyadh,Chevrolet,Automatic,Saudi,Full,2012,5.3,350000,True,0
1649,The 5,Jeddah,BMW,Automatic,Saudi,Semi Full,2019,2.0,29900,False,150000
1650,Corolla,Al-Medina,Toyota,Automatic,Saudi,Standard,2013,1.6,186000,False,27000
1651,Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,2.7,5000,False,153000
1652,Previa,Qassim,Toyota,Automatic,Gulf Arabic,Standard,2010,4.0,300,True,0
1653,Sunny,Dammam,Nissan,Automatic,Saudi,Standard,2019,1.5,77000,False,28500
1654,Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2020,5.3,18000,True,0
1655,Camry,Al-Medina,Toyota,Automatic,Gulf Arabic,Semi Full,2015,2.4,140000,False,45000
1656,CX9,Riyadh,Mazda,Automatic,Saudi,Semi Full,2016,3.0,230000,False,50000
1657,Patrol,Dammam,Nissan,Automatic,Saudi,Semi Full,2016,5.6,50000,False,150000
1658,Marquis,Al-Medina,Ford,Automatic,Other,Semi Full,2004,4.6,200000,True,0
1659,Flying Spur,Dammam,Bentley,Automatic,Saudi,Full,2010,5.0,58000,False,175000
1660,Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,83000,False,45000
1661,Camry,Dammam,Toyota,Automatic,Saudi,Standard,2015,2.5,277000,False,48000
1662,Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2015,5.7,119000,False,180000
1663,Furniture,Dammam,Toyota,Automatic,Saudi,Standard,2014,2.7,160000,True,0
1664,Edge,Riyadh,Ford,Automatic,Saudi,Semi Full,2008,3.5,146000,True,0
1665,Prado,Dammam,Toyota,Automatic,Saudi,Standard,2015,2.7,250000,False,78000
1666,Camry,Taef,Toyota,Automatic,Saudi,Standard,2021,2.5,10000,False,1519
1667,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,250000,False,70000
1668,Senta fe,Aseer,Hyundai,Automatic,Gulf Arabic,Full,2015,3.3,245000,True,0
1669,Camaro,Aseer,Chevrolet,Automatic,Other,Full,2014,3.6,182,True,0
1670,Range Rover,Dammam,Land Rover,Automatic,Other,Full,2019,5.0,3100,True,0
1671,C,Dammam,Mercedes,Automatic,Other,Full,2019,2.0,15000,False,175000
1672,VTC,Besha,Nissan,Manual,Saudi,Semi Full,2016,4.8,136000,True,0
1673,Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2018,2.7,105558,False,76500
1674,Pilot,Riyadh,Honda,Automatic,Gulf Arabic,Full,2015,3.5,98000,False,75000
1675,L200,Jeddah,Mitsubishi,Manual,Saudi,Standard,2015,2.5,103000,False,30000
1676,Charger,Dammam,Dodge,Automatic,Other,Full,2016,3.6,101000,False,95000
1677,Yaris,Dammam,Toyota,Automatic,Saudi,Semi Full,2019,1.5,42628,False,38500
1678,Sonata,Aseer,Hyundai,Automatic,Saudi,Full,2012,2.4,28000,True,0
1679,Explorer,Riyadh,Ford,Automatic,Saudi,Standard,2014,3.6,209500,False,56000
1680,Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2016,1.6,172600,False,35000
1681,Ranger,Aseer,Ford,Manual,Saudi,Full,2015,3.2,145000,False,65000
1682,FJ,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2017,1.6,74658,False,135000
1683,Sierra,Riyadh,GMC,Automatic,Saudi,Full,2015,5.3,86500,False,98000
1684,Escalade,Dammam,Cadillac,Automatic,Other,Full,2016,6.2,119000,False,178000
1685,Patrol,Dammam,Nissan,Automatic,Saudi,Full,2005,4.0,340000,False,35000
1686,Caprice,Khobar,Chevrolet,Automatic,Saudi,Semi Full,2012,6.0,100000,True,0
1687,CX5,Jeddah,Mazda,Automatic,Saudi,Full,2020,2.0,26000,False,112000
1688,Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,4.0,20406,False,132000
1689,A7,Makkah,Audi,Automatic,Saudi,Full,2017,2.0,127000,False,135000
1690,Altima,Qassim,Nissan,Automatic,Gulf Arabic,Full,2015,2.5,119500,False,47000
1691,Yukon,Riyadh,GMC,Automatic,Saudi,Full,2014,6.2,386000,True,0
1692,X-Trail,Riyadh,Nissan,Automatic,Saudi,Standard,2016,2.5,115000,False,50000
1693,Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2020,4.0,20000,False,130000
1694,Cadenza,Makkah,Kia,Automatic,Gulf Arabic,Full,2011,3.3,334624,False,27500
1695,Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2015,3.0,71500,False,265000
1696,Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2013,5.3,150000,False,65000
1697,Accord,Riyadh,Honda,Automatic,Saudi,Standard,2018,1.5,129000,False,68000
1698,H1,Qassim,Hyundai,Automatic,Saudi,Standard,2016,2.4,125000,True,0
1699,Tahoe,Al-Medina,Chevrolet,Automatic,Saudi,Standard,2020,4.0,9000,True,0
1700,X,Dammam,BMW,Automatic,Gulf Arabic,Semi Full,2017,3.0,71000,False,170000
1701,Avalon,Riyadh,Toyota,Automatic,Saudi,Semi Full,2015,3.5,167,False,51000
1702,S,Qassim,Mercedes,Automatic,Saudi,Full,2018,3.5,53700,False,320000
1703,Hilux,Hail,Toyota,Manual,Saudi,Semi Full,2015,4.0,170000,True,0
1704,Camry,Dammam,Toyota,Automatic,Gulf Arabic,Standard,2017,2.5,150000,True,0
1705,Hilux,Al-Medina,Toyota,Manual,Saudi,Standard,2021,2.7,3500,True,0
1706,Armada,Hafar Al-Batin,Nissan,Automatic,Saudi,Full,2007,8.0,250000,True,0
1707,Cadenza,Hafar Al-Batin,Kia,Automatic,Saudi,Full,2018,3.3,120,True,0
1708,F150,Qassim,Ford,Automatic,Gulf Arabic,Full,2018,5.0,59790,False,135000
1709,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2014,6.0,35481,False,106500
1710,Yukon,Abha,GMC,Automatic,Other,Standard,2007,5.3,355000,True,0
1711,Charger,Dammam,Dodge,Automatic,Other,Full,2015,5.7,119000,False,105000
1712,Fusion,Dammam,Ford,Automatic,Saudi,Full,2014,2.5,118000,True,0
1713,Patrol,Qassim,Nissan,Automatic,Saudi,Semi Full,2013,8.0,234000,True,0
1714,Quattroporte,Dammam,Maserati,Automatic,Gulf Arabic,Full,2014,3.8,115000,False,125000
1715,Edge,Jeddah,Ford,Automatic,Saudi,Full,2014,3.6,99000,False,1500
1716,Malibu,Abha,Chevrolet,Automatic,Saudi,Semi Full,2013,2.4,233000,False,20000
1717,Other,Jeddah,Honda,Manual,Saudi,Standard,2011,1.0,4200,False,6500
1718,Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2019,2.7,37000,False,107000
1719,Camry,Dammam,Toyota,Automatic,Saudi,Full,2020,2.5,11800,True,0
1720,Range Rover,Jeddah,Land Rover,Automatic,Gulf Arabic,Full,2016,3.5,122000,False,176000
1721,Yaris,Al-Ahsa,Toyota,Automatic,Saudi,Standard,2019,1.5,36000,False,43000
1722,Bora,Riyadh,Volkswagen,Automatic,Other,Full,2004,1.6,150000,True,0
1723,FJ,Dammam,Toyota,Automatic,Gulf Arabic,Full,2020,6.0,50000,False,140000
1724,Hilux,Aseer,Toyota,Manual,Saudi,Full,1995,2.4,300,False,15000
1725,Cerato,Khobar,Kia,Automatic,Saudi,Standard,2016,1.6,62000,False,29750
1726,ES,Dammam,Lexus,Automatic,Other,Full,2017,3.0,69000,False,142000
1727,Ciocca,Riyadh,Toyota,Automatic,Saudi,Full,2016,5.7,134000,False,90000
1728,Hilux,Al-Medina,Toyota,Manual,Saudi,Semi Full,2014,2.7,309000,False,45000
1729,Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2016,4.0,155000,True,0
1730,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Full,2012,5.3,287928,False,58000
1731,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,55000,False,60000
1732,Silverado,Qassim,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,380,True,0
1733,Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2017,2.7,236000,False,75000
1734,Compass,Riyadh,Jeep,Automatic,Saudi,Semi Full,2019,2.4,43834,False,66000
1735,Tahoe,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2003,5.3,45000,False,18000
1736,FJ,Makkah,Toyota,Automatic,Saudi,Semi Full,2014,4.0,164,True,0
1737,Dyna,Qassim,Isuzu,Manual,Gulf Arabic,Full,2014,6.0,460000,False,120000
1738,Hilux,Hail,Toyota,Manual,Saudi,Full,2016,4.0,13200,True,0
1739,Sonata,Dammam,Hyundai,Automatic,Saudi,Full,2019,2.4,33000,False,85000
1740,Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2019,3.5,38000,False,375000
1741,Ranger,Riyadh,Ford,Manual,Saudi,Full,2011,2.5,168000,False,24000
1742,Prestige,Riyadh,Genesis,Automatic,Saudi,Standard,2016,3.8,131000,False,74000
1743,Hilux,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2016,2.7,68700,True,0
1744,Innova,Riyadh,Toyota,Manual,Saudi,Standard,2006,2.5,498000,False,18000
1745,Cadenza,Jeddah,Kia,Automatic,Saudi,Standard,2020,3.5,5000,False,108000
1746,C300,Riyadh,Chrysler,Automatic,Saudi,Full,2016,5.7,113000,True,0
1747,Hilux,Wadi Dawasir,Toyota,Automatic,Saudi,Full,2020,2.4,30000,False,147000
1748,Vego,Jeddah,Ford,Automatic,Saudi,Standard,2019,1.5,47856,False,27500
1749,Pajero,Qassim,Mitsubishi,Automatic,Gulf Arabic,Semi Full,2016,6.0,200000,False,53000
1750,Viano,Al-Medina,Mercedes,Automatic,Saudi,Full,2015,3.5,119000,False,99000
1751,Acadia,Khobar,GMC,Automatic,Other,Standard,2011,3.6,264000,True,0
1752,Other,Khobar,Other,Manual,Other,Semi Full,2019,2.4,1000,True,0
1753,Accord,Jeddah,Honda,Automatic,Other,Full,2010,2.4,205,False,30000
1754,Land Cruiser,Aseer,Toyota,Automatic,Saudi,Full,2018,4.8,58000,True,0
1755,Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2009,5.3,465000,True,0
1756,Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2015,3.5,200000,True,0
1757,X,Khobar,BMW,Automatic,Saudi,Full,2014,4.4,124000,True,0
1758,ES,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,100000,False,115000
1759,Sunny,Jeddah,Nissan,Automatic,Saudi,Standard,2019,1.5,92000,False,28500
1760,Patrol,Dammam,Nissan,Automatic,Saudi,Full,2020,4.0,56000,False,225000
1761,Prestige,Riyadh,Genesis,Automatic,Saudi,Standard,2016,3.8,165000,False,84000
1762,Cressida,Aseer,Toyota,Manual,Saudi,Semi Full,1986,4.5,480000,True,0
1763,Yukon,Riyadh,GMC,Automatic,Saudi,Full,2009,5.3,309000,True,0
1764,Bus Urvan,Dammam,Nissan,Manual,Gulf Arabic,Full,2010,2.7,2012,False,14500
1765,Macan,Dammam,Porsche,Automatic,Saudi,Full,2016,3.0,86000,False,158000
1766,Prado,Khobar,Toyota,Automatic,Saudi,Semi Full,2012,4.0,311236,True,0
1767,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,78000,False,63000
1768,Sonata,Al-Ahsa,Hyundai,Automatic,Saudi,Standard,2018,2.4,65000,False,64000
1769,Innova,Riyadh,Toyota,Automatic,Saudi,Standard,2020,2.7,24552,False,76500
1770,Rio,Dammam,Kia,Automatic,Saudi,Standard,2016,1.4,154000,False,23000
1771,LX,Riyadh,Lexus,Automatic,Other,Standard,1999,1.0,300,True,0
1772,Suburban,Dammam,Chevrolet,Automatic,Other,Full,2016,5.3,192000,False,143000
1773,Pajero,Dammam,Mitsubishi,Automatic,Saudi,Full,2016,3.5,126000,False,64000
1774,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,18197,False,53000
1775,Azera,Al-Medina,Hyundai,Automatic,Saudi,Semi Full,2017,3.0,75000,True,0
1776,Yukon,Jeddah,GMC,Automatic,Saudi,Standard,2010,5.3,379538,False,65000
1777,Blazer,Abha,Chevrolet,Automatic,Other,Full,2005,2.0,213000,False,13500
1778,Yaris,Dammam,Toyota,Automatic,Saudi,Full,2020,1.5,2100,False,50000
1779,Innova,Tabouk,Toyota,Automatic,Saudi,Full,2017,2.7,139400,False,58000
1780,Innova,Riyadh,Toyota,Automatic,Saudi,Standard,2020,2.7,74000,False,75000
1781,Accent,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2017,1.4,174000,False,24000
1782,IS,Riyadh,Lexus,Automatic,Saudi,Full,2015,3.5,181000,False,60000
1783,Land Cruiser 70,Tabouk,Toyota,Manual,Gulf Arabic,Semi Full,2016,4.0,100,True,0
1784,Hilux,Makkah,Toyota,Manual,Saudi,Standard,2009,1.5,25788,False,30000
1785,Yukon,Dammam,GMC,Automatic,Saudi,Standard,2007,5.3,221000,False,30000
1786,Caprice,Jeddah,Chevrolet,Automatic,Saudi,Standard,2009,3.5,320000,False,27000
1787,Taurus,Jeddah,Ford,Automatic,Saudi,Standard,2018,3.5,63000,False,80000
1788,Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2016,3.5,136000,False,58000
1789,Corolla,Khobar,Toyota,Automatic,Saudi,Semi Full,2018,1.6,124000,False,40000
1790,Camry,Jeddah,Toyota,Automatic,Saudi,Full,2020,3.5,13500,True,0
1791,Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2020,4.6,19400,False,215000
1792,LX,Hail,Lexus,Automatic,Saudi,Full,2000,5.7,460,False,46000
1793,Pathfinder,Riyadh,Nissan,Automatic,Saudi,Full,2006,3.5,300,False,21000
1794,Land Cruiser,Aseer,Toyota,Manual,Saudi,Full,2006,4.6,283,True,0
1795,Explorer,Riyadh,Ford,Automatic,Saudi,Semi Full,2018,3.5,15000,True,0
1796,Carnival,Riyadh,Kia,Automatic,Saudi,Semi Full,2016,2.0,168000,True,0
1797,Land Cruiser Pickup,Dammam,Toyota,Manual,Gulf Arabic,Full,2016,4.0,315,False,85000
1798,Sunny,Dammam,Nissan,Automatic,Gulf Arabic,Standard,2018,1.5,59700,True,0
1799,RX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,59073,False,186500
1800,H6,Jeddah,HAVAL,Automatic,Saudi,Full,2021,2.0,45000,True,0
1801,CX3,Riyadh,Mazda,Automatic,Saudi,Standard,2020,2.0,14501,False,66000
1802,Rav4,Riyadh,Toyota,Automatic,Other,Full,2018,2.5,61000,False,83000
1803,Land Cruiser Pickup,Riyadh,Nissan,Automatic,Saudi,Full,2016,4.8,44000,False,95000
1804,Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2018,3.5,91355,False,74500
1805,Accord,Makkah,Honda,Automatic,Gulf Arabic,Full,2015,3.5,110,True,0
1806,Cerato,Jeddah,Kia,Automatic,Saudi,Standard,2019,1.5,30766,False,42000
1807,6,Dammam,Mazda,Automatic,Gulf Arabic,Semi Full,2016,2.5,134000,True,0
1808,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,107320,False,130000
1809,Impala,Jeddah,Chevrolet,Automatic,Saudi,Full,2015,3.6,170,True,0
1810,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Full,2016,5.3,146000,False,118000
1811,H1,Jeddah,Hyundai,Automatic,Saudi,Standard,2015,4.0,400000,False,43000
1812,Corolla Cross,Jeddah,Toyota,Manual,Saudi,Semi Full,2009,1.6,430000,True,0
1813,Carenz,Dammam,Kia,Automatic,Gulf Arabic,Full,2014,8.0,150000,True,0
1814,Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2020,4.0,26000,False,235000
1815,Traverse,Al-Medina,Chevrolet,Automatic,Saudi,Standard,2020,3.6,22800,False,100000
1816,Hilux,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2016,2.7,188,True,0
1817,Pajero,Khobar,Mitsubishi,Automatic,Saudi,Standard,2015,3.5,264000,False,38000
1818,Navara,Abha,Nissan,Manual,Saudi,Standard,2015,2.5,119000,False,37000
1819,LX,Riyadh,Lexus,Automatic,Saudi,Full,2014,5.7,196000,True,0
1820,FJ,Aseer,Toyota,Automatic,Gulf Arabic,Full,2015,4.0,200000,False,88000
1821,Camry,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2018,2.5,42000,False,95000
1822,Durango,Riyadh,Dodge,Automatic,Other,Semi Full,2012,5.7,315,False,20000
1823,Mustang,Jeddah,Ford,Automatic,Other,Standard,2013,2.3,180000,True,0
1824,LS,Riyadh,Lexus,Automatic,Saudi,Full,2008,4.6,130000,False,75000
1825,ES,Riyadh,Lexus,Automatic,Saudi,Standard,2021,2.5,13000,True,0
1826,Azkarra,Qassim,Geely,Automatic,Saudi,Full,2021,1.5,20000,False,78000
1827,Suburban,Al-Medina,Chevrolet,Automatic,Saudi,Semi Full,2012,5.3,454000,True,0
1828,Avalon,Taef,Toyota,Automatic,Saudi,Full,2017,3.5,180000,False,95000
1829,RX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2016,3.5,176700,False,130000
1830,Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Full,2008,5.3,256,True,0
1831,Pathfinder,Al-Medina,Nissan,Automatic,Saudi,Semi Full,2001,2.7,546473,False,14000
1832,Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2018,5.3,82011,False,146500
1833,Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2016,5.0,35500,True,0
1834,Caprice,Dammam,Chevrolet,Automatic,Saudi,Full,2013,6.0,190000,False,50000
1835,Taurus,Dammam,Ford,Automatic,Saudi,Semi Full,2016,3.5,248000,True,0
1836,Taurus,Qassim,Ford,Automatic,Saudi,Standard,2017,2.4,300000,True,0
1837,Innova,Dammam,Toyota,Automatic,Saudi,Standard,2014,2.7,123000,False,33000
1838,Land Cruiser Pickup,Jeddah,Toyota,Manual,Saudi,Semi Full,2014,4.0,118000,True,0
1839,GL,Riyadh,Mercedes,Automatic,Saudi,Full,2012,4.8,106000,False,71000
1840,Furniture,Al-Medina,Toyota,Automatic,Saudi,Full,2008,4.0,288000,False,36000
1841,Yukon,Riyadh,GMC,Automatic,Other,Standard,2007,1.0,300,True,0
1842,Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,45370,False,49000
1843,Yukon,Al-Ahsa,GMC,Automatic,Gulf Arabic,Semi Full,1995,5.3,275000,False,18000
1844,Veloster,Riyadh,Hyundai,Automatic,Saudi,Full,2013,2.0,248000,False,25000
1845,L200,Jeddah,Mitsubishi,Manual,Saudi,Standard,2020,2.5,197,False,71000
1846,Datsun,Jeddah,Nissan,Manual,Saudi,Standard,2015,2.7,77000,False,45000
